,kal_perif_enothta,kal_perifereia,epo,power_mw,max_power,imerominia_ekdosis_adeias,area_m2,geometry,xmu,ymu
850,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,12,12,10/13/2020,,"MULTIPOLYGON (((23.161812296415963 38.25313507296124, 23.156436189641337 38.250925504551546, 23.154453261040945 38.255054608363146, 23.15443587892686 38.2581127823429, 23.160777905378055 38.25815975023067, 23.16104323572029 38.25792705911723, 23.161076164924808 38.255073121061216, 23.162106394555998 38.25352046353459, 23.161812296415963 38.25313507296124)), ((23.166847201526814 38.24186154663005, 23.16506206155214 38.239162937819636, 23.16365335300597 38.239653539029874, 23.166598210593996 38.24421314875422, 23.162961621600036 38.24497124458408, 23.164175160921467 38.245426991016615, 23.16551222987226 38.24562459128754, 23.16721170261764 38.24541964781759, 23.1681189982692 38.24387110829962, 23.166847201526814 38.24186154663005)))",38.25313507,23.1618123
851,ΚΙΛΚΙΣ,Π. ΚΕΝΤΡΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΟΧΙ,3.45,2.999,5/10/2021,,"MULTIPOLYGON (((22.73302415257131 41.03858803857753, 22.735089945051634 41.03961820573877, 22.735577882387574 41.03934214687355, 22.73623894461815 41.03933140582521, 22.736900006729748 41.039320660981225, 22.737541737494254 41.039214915222416, 22.737859234912353 41.0387375683189, 22.737286941428337 41.03821284965582, 22.736765662919176 41.0381199860568, 22.73674444780986 41.03773684345197, 22.73531155617467 41.03790791460979, 22.734782025025954 41.03788815577583, 22.73302415257131 41.03858803857753)))",41.03858804,22.73302415
852,ΧΙΟΥ,Π. ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΟΧΙ,12,12,9/10/2010,,"MULTIPOLYGON (((26.04485755988067 38.44736616431306, 26.048419154191 38.44701883094288, 26.049455818826846 38.445972393010784, 26.04901064061167 38.44317093482434, 26.047682453669196 38.4423562628045, 26.04411982749943 38.44270577376283, 26.043110053343888 38.44371202647752, 26.04356390338814 38.44658370834575, 26.04485755988067 38.44736616431306)), ((26.031771450278725 38.453323629285556, 26.033875218869664 38.451460412568146, 26.03495893817379 38.45104470588614, 26.03506000358677 38.45091343668974, 26.035254332874082 38.45093248459142, 26.03733759995687 38.45013247581382, 26.03963957914411 38.4482526486445, 26.041203312313804 38.44771883123784, 26.042553224597444 38.44759048036748, 26.043563258234805 38.44658382417089, 26.043109598207376 38.44371213821716, 26.041817663280288 38.442932961901334, 26.039609370701147 38.44314618503958, 26.03617053841893 38.44432527163175, 26.033776600156834 38.446277281298684, 26.032625898157864 38.44672508810197, 26.032339654323177 38.44682654246746, 26.0301974019244 38.44764890592825, 26.027307570026075 38.45020905213422, 26.027406740743917 38.45153056150691, 26.03009354113313 38.45339651748982, 26.031771450278725 38.453323629285556)))",38.44736616,26.04485756
853,ΧΙΟΥ,Π. ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΟΧΙ,36,36,9/10/2010,,"MULTIPOLYGON (((26.060228712441113 38.43925241185697, 26.062863179670853 38.43836381980849, 26.065077240213384 38.43725040685404, 26.06875546758485 38.43571250861248, 26.068978904486833 38.43530409237977, 26.067163283087055 38.43179700262333, 26.06595206474606 38.43156598165769, 26.062064878313933 38.43319781430923, 26.0600659302511 38.43420108618949, 26.05810919446364 38.43486570944738, 26.05652411717896 38.43527757320241, 26.05603249249693 38.43586333160698, 26.057561717095986 38.43948887711535, 26.05840625527467 38.4397262965195, 26.060228712441113 38.43925241185697)), ((26.057561299123357 38.43948898404552, 26.05603245073921 38.435863348074065, 26.055190975721345 38.43562349046862, 26.049400344638194 38.437176358102164, 26.048658912894915 38.43836672590686, 26.049828705923083 38.44103599516407, 26.051342400389355 38.441608291599216, 26.05706939372137 38.4400760234169, 26.057561299123357 38.43948898404552)), ((26.037439044388304 38.44294796690938, 26.04047843644826 38.441383908356755, 26.046436179307086 38.441758118567456, 26.047689544590376 38.44089732261588, 26.047943002143622 38.438082823192765, 26.04681047922886 38.43706480195612, 26.0392512127692 38.436558420256084, 26.036079753255123 38.43793207982737, 26.02834811745331 38.44255383472989, 26.028179428041057 38.443644938844606, 26.030274410868994 38.44593507726376, 26.0319390445982 38.446146821699905, 26.037439044388304 38.44294796690938)), ((26.026961217111662 38.435642605493975, 26.030271205455072 38.4370511777172, 26.039449402727033 38.435435067949825, 26.040332172526217 38.43430744591436, 26.03950354431852 38.43156268837603, 26.038065718584196 38.43089040794609, 26.03466141847093 38.43150073148203, 26.033244213625956 38.43177209068602, 26.03119047929213 38.432106065419376, 26.028625808541662 38.431011621322284, 26.023087775485685 38.43076996698175, 26.021831586932926 38.43165498567642, 26.021634988224207 38.4344728636902, 26.022757033954985 38.4354557754754, 26.026961217111662 38.435642605493975)))",38.43925241,26.06022871
854,ΧΙΟΥ,Π. ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΟΧΙ,18,18,9/10/2010,,"MULTIPOLYGON (((26.068986128357754 38.43530294486931, 26.069470346014526 38.43545372719603, 26.073660104099776 38.43453835613962, 26.076023078046703 38.43393232378908, 26.081198212013675 38.432820312893135, 26.083599784011966 38.431647601332315, 26.085822779074693 38.43073196931221, 26.08819208595894 38.42958947328826, 26.089719675325608 38.42857638512784, 26.089887940512604 38.427877718703414, 26.090787827430603 38.427882833384835, 26.093542712124503 38.42607648544453, 26.093686094890582 38.42478670754797, 26.09140300905874 38.422623619272755, 26.089759971019163 38.422510844732905, 26.08703098082337 38.424289714140585, 26.08682446553222 38.42498993900497, 26.085953314519966 38.42499430946902, 26.084740049731334 38.42578767991355, 26.082874330101397 38.426679012274846, 26.08063057235683 38.42760489211029, 26.078786313762727 38.42850692363375, 26.0741818887336 38.429516994472486, 26.071939689762168 38.430085074123866, 26.067876875180964 38.430981350280405, 26.06716423434041 38.43179672090032, 26.068986128357754 38.43530294486931)))",38.43530294,26.06898613
855,ΧΙΟΥ,Π. ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΟΧΙ,20,20,9/10/2010,,"MULTIPOLYGON (((25.86694183191168 38.54860312861633, 25.873352511383032 38.548660732159036, 25.875346428694172 38.54706791953066, 25.87605136436067 38.54721759868042, 25.877956461539632 38.548828130072295, 25.881257061732644 38.550650109298836, 25.885310825924616 38.551057339557175, 25.88875574868475 38.55101026556747, 25.892299200941782 38.55118469561641, 25.89770054298962 38.55048348354997, 25.898678567882033 38.54940926515421, 25.898096621334453 38.546623204111604, 25.89672559065875 38.54585128847631, 25.891994060830946 38.54646386145196, 25.888882423396492 38.546314058964356, 25.885641644110013 38.54635535902832, 25.88348323021957 38.54613718845847, 25.88190454043822 38.54526965197298, 25.879270270542232 38.54303802846398, 25.8735345570509 38.541810157219096, 25.87087130499367 38.543939854596495, 25.86701211017866 38.54390457124953, 25.86580189144269 38.544830321556766, 25.865760802408992 38.54765440992311, 25.86694183191168 38.54860312861633)))",38.54860313,25.86694183
856,ΡΟΔΟΠΗΣ,Π. ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ - ΘΡΑΚΗΣ,ΟΧΙ,3.45,2.99,3/4/2020,,"MULTIPOLYGON (((25.601326438430664 41.23459252624281, 25.60803941971304 41.229855315706025, 25.60545728061043 41.22748116836583, 25.597793545526027 41.23198444756618, 25.601326438430664 41.23459252624281)))",41.23459253,25.60132644
857,ΕΒΡΟΥ,Π. ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ - ΘΡΑΚΗΣ,ΟΧΙ,3.45,2.99,2/27/2020,,"MULTIPOLYGON (((25.748922610781364 40.88517520998533, 25.746508698575862 40.87848985324594, 25.744862249282868 40.87829408816975, 25.742310232931843 40.87872901699802, 25.740468636358617 40.87982694929554, 25.742077105613 40.88631166224526, 25.74307150288066 40.88663730768139, 25.748922610781364 40.88517520998533)))",40.88517521,25.74892261
858,"ΒΟΙΩΤΙΑΣ,ΦΩΚΙΔΑΣ",Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,3.45,2.99,3/12/2020,,"MULTIPOLYGON (((22.600953678755307 38.43762169860036, 22.60209635223067 38.43896904870163, 22.603797424506443 38.43988147692541, 22.605876029397734 38.440230645178865, 22.607944031621564 38.43993982965991, 22.607809970518147 38.435585649777664, 22.60743179829252 38.43559016722057, 22.607460702927604 38.43408557837572, 22.603303671653364 38.43399104030403, 22.601044056864808 38.43412629092659, 22.60091336502622 38.43436804270522, 22.600953678755307 38.43762169860036)))",38.4376217,22.60095368
859,ΕΒΡΟΥ,Π. ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ - ΘΡΑΚΗΣ,ΟΧΙ,30,30,6/4/2014,,"MULTIPOLYGON (((25.937928275375768 41.192688603253366, 25.938087560639186 41.19246306901448, 25.93871608733666 41.19028765866874, 25.940956926311355 41.186857259665835, 25.938693878810255 41.183170375735465, 25.939017839424576 41.17933659389333, 25.926972367461556 41.17825618941901, 25.924389192243513 41.17942853495495, 25.920960664131695 41.180523686435734, 25.92292753915653 41.188297123661535, 25.928042521944754 41.184878651788594, 25.93257296331571 41.18664710021482, 25.924297631698867 41.193938583501605, 25.929227901843582 41.19725979760843, 25.937928275375768 41.192688603253366)))",41.1926886,25.93792828
860,ΡΟΔΟΠΗΣ,Π. ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ - ΘΡΑΚΗΣ,ΟΧΙ,20,20,10/9/2014,,"MULTIPOLYGON (((25.922693819064538 41.120322930808484, 25.92668840386888 41.12129093246609, 25.928826924455784 41.11982595190391, 25.926240277235696 41.11650051628983, 25.922180915436652 41.1173879995862, 25.923541031942474 41.119914355113764, 25.922693819064538 41.120322930808484)), ((25.920581563882024 41.121341859616244, 25.920581563882024 41.121341859616244, 25.91009765211462 41.11511201936978, 25.903394940784203 41.11355663105222, 25.901988383914883 41.11722782760114, 25.910215137021247 41.11916335669378, 25.91855518050293 41.12411909566321, 25.91925721603268 41.12372121662491, 25.919690015533263 41.123406707526605, 25.920268839719743 41.12286467282349, 25.920628947832046 41.122416058461035, 25.921088135715994 41.121564926596236, 25.92125389293717 41.12101763084927, 25.920581563882024 41.121341859616244)))",41.12032293,25.92269382
861,ΕΒΡΟΥ,Π. ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ - ΘΡΑΚΗΣ,ΟΧΙ,22,22,11/22/2012,,"MULTIPOLYGON (((25.880923636262448 41.097811666960546, 25.885346069909513 41.09964892344687, 25.8882494800865 41.09791699067305, 25.888568605218783 41.09658767905363, 25.892077134149723 41.09644903453752, 25.89560344439107 41.09361679485853, 25.901923546724394 41.09333530131799, 25.902034151061457 41.09293680699452, 25.902062682502045 41.091762891965836, 25.894633795127803 41.09177723442233, 25.890828889494085 41.09485721682225, 25.88668737205414 41.094925126381035, 25.88606388528233 41.096853902253734, 25.88525943344198 41.09745254913869, 25.88240015836917 41.09656254718827, 25.880923636262448 41.097811666960546)))",41.09781167,25.88092364
862,ΒΟΙΩΤΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΝΑΙ,2.35,2.35,10/23/2020,,"MULTIPOLYGON (((23.56008022175321 38.167911650818134, 23.56396673819286 38.1681459627449, 23.564135714926852 38.164257833697974, 23.560196011290483 38.16430719682404, 23.56008022175321 38.167911650818134)))",38.16791165,23.56008022
863,ΧΙΟΥ,Π. ΒΟΡΕΙΟΥ ΑΙΓΑΙΟΥ,ΟΧΙ,32,32,9/10/2010,,"MULTIPOLYGON (((26.051089779699947 38.46759624646142, 26.051293566473316 38.46747329258711, 26.051519095400955 38.467569990947425, 26.053840558370023 38.46742612632621, 26.055953571180616 38.46665148229232, 26.05629871252273 38.466135325429995, 26.05701964243666 38.46626050727561, 26.058130087264157 38.46585623596852, 26.065483865519287 38.46546574785508, 26.066580335207288 38.464468168022826, 26.066062011095852 38.46363819148662, 26.06304872488619 38.46089856075209, 26.0566465739989 38.461222823862855, 26.05451015514867 38.462007665964165, 26.054160624353553 38.46252191961742, 26.053442124358522 38.46239800934152, 26.052295230388328 38.46280761572551, 26.051041099205253 38.46289090839878, 26.050840214414936 38.46301367491781, 26.050614309492577 38.46291639549939, 26.048909975518022 38.463026054819274, 26.047179127164224 38.46307345106543, 26.046437999135005 38.46356882309845, 26.046586903961163 38.46729180404311, 26.047364724325085 38.467762858519926, 26.051089779699947 38.46759624646142)), ((26.046586421302187 38.46729185351087, 26.046437754320234 38.46356885531955, 26.04566344226979 38.463104171917, 26.0420747061544 38.46319575514921, 26.040922750675634 38.46416026016477, 26.041034480791144 38.46697973912366, 26.04226626360696 38.467881886621676, 26.045850060053738 38.467793210791974, 26.046586421302187 38.46729185351087)), ((26.076505188154133 38.471243716760796, 26.08913817172792 38.470819621509285, 26.090162798885515 38.46983349925716, 26.08987819074591 38.4670296544482, 26.088548621972066 38.46615557179343, 26.076195411456744 38.46656127044808, 26.07513478582959 38.46743382916732, 26.075341919040554 38.47042812757329, 26.076505188154133 38.471243716760796)), ((26.07439285709554 38.471272404601, 26.075337511750405 38.47042844630765, 26.075134634933313 38.467433854009904, 26.073873615743988 38.46660644857676, 26.0661450660756 38.46695726792522, 26.055673510377176 38.467224439090614, 26.054535540806015 38.46820420245331, 26.05469661250764 38.471023784480685, 26.05595230422944 38.47187849972579, 26.07439285709554 38.471272404601)))",38.46759625,26.05108978
864,ΞΑΝΘΗΣ,Π. ΑΝΑΤΟΛΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ - ΘΡΑΚΗΣ,ΟΧΙ,198,198,5/11/2021,,"MULTIPOLYGON (((25.021856927698938 41.31533333845991, 25.018118475967093 41.31728184109189, 25.0153968091019 41.31786428037003, 25.008781028800197 41.31788762227212, 25.005608555268548 41.320989212558295, 25.004914190214954 41.31746260297768, 24.999489740146224 41.314835534494506, 24.994894156032625 41.315926855166786, 24.992403897797836 41.319991379357084, 24.996124555386377 41.32434573615714, 24.993609720423997 41.32640782936069, 24.98904373027576 41.32800095161644, 24.98730277904963 41.33253289537304, 24.980598608764183 41.330494555561394, 24.976008994592295 41.332874924069884, 24.97601702269292 41.338012132855525, 24.984641170728267 41.33995013972553, 24.991853926099356 41.341062299881266, 24.996008485063108 41.33618162999072, 24.999877828722113 41.333648573943194, 25.00423910298302 41.332213741640416, 25.00621747532558 41.328362424633475, 25.007949776547772 41.326141168423625, 25.01142654538795 41.32721883934459, 25.01525244646141 41.326653717467885, 25.019066373240715 41.32728960528032, 25.023959711789256 41.32519320078006, 25.029169229958097 41.32267408844454, 25.032449405269865 41.32580231791148, 25.040085506786504 41.32494785882719, 25.04788797286615 41.323864080813436, 25.049342528684313 41.31912627869422, 25.044866008326476 41.31570249335708, 25.038017106243267 41.31700115732029, 25.03286595648441 41.31128878961549, 25.028812948380416 41.31082688927105, 25.021856927698938 41.31533333845991)), ((25.054612828029946 41.29372716587498, 25.050188694771933 41.29513593165002, 25.043001549627807 41.298055147913516, 25.039052675015352 41.30146028408029, 25.036369622444294 41.30226273267438, 25.02989352539712 41.3036666230582, 25.028467917290097 41.30884507307905, 25.03290446147665 41.311170239271966, 25.038452785335473 41.311273435422216, 25.04361669413106 41.310675254811976, 25.046550616304557 41.30765909911444, 25.05243147264514 41.30371772896832, 25.05813590358539 41.30308822539, 25.060572439704963 41.29623006960224, 25.060572439704973 41.29623006960224, 25.054612828029946 41.29372716587498)), ((24.969123117178807 41.336486421909875, 24.9636451892453 41.340131768302555, 24.961032321835688 41.34240555323652, 24.957228551947328 41.34546966833533, 24.9535321406903 41.348571457637945, 24.94877423049842 41.34673263406278, 24.945085138840376 41.347376828545286, 24.94028105037094 41.345910994016, 24.935334240476667 41.34765563454309, 24.929964216175396 41.34716967603833, 24.92595349287725 41.34974403520556, 24.922731979431145 41.351536786390966, 24.92173754069982 41.355930612328876, 24.920901003701275 41.357321896753575, 24.918351580831345 41.358915494748786, 24.914674887376748 41.3593145129158, 24.91101612628765 41.358702734373914, 24.907329309121316 41.359774044273735, 24.90301388545967 41.359797764449546, 24.899938229967855 41.3614742665011, 24.89885308063839 41.36600826672253, 24.902707121632588 41.369178724668124, 24.90934948185006 41.36846639455684, 24.914211097527385 41.3682775156696, 24.918450462860754 41.368840581653544, 24.92281819529058 41.36682645209152, 24.926567868255916 41.366401959594526, 24.930157773664188 41.363208530898916, 24.933379608104538 41.360741788800546, 24.933606700457112 41.35686385441598, 24.936971216536744 41.355236105029945, 24.943666797089776 41.35529085443342, 24.94664843070675 41.356586388934765, 24.950426600858904 41.35651193528308, 24.95532181559677 41.3578375812811, 24.96093419128723 41.355023779096996, 24.96620460191901 41.3516505094304, 24.969654424075088 41.349046963872844, 24.973562060507017 41.34572241450862, 24.97660978660751 41.34237786881969, 24.974581815747786 41.33776591404536, 24.969123117178807 41.336486421909875)))",41.31533334,25.02185693
865,ΕΥΒΟΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,21,21,2/14/2022,,"MULTIPOLYGON (((24.449982125643672 38.13580657091776, 24.455629796188504 38.13753324186985, 24.459232342493415 38.12971432052268, 24.4612566006155 38.12139678160781, 24.45386713126819 38.120082682197186, 24.449982125643672 38.13580657091776)))",38.13580657,24.44998213
866,ΕΥΒΟΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,8.4,8.4,2/14/2022,,"MULTIPOLYGON (((24.384050376187403 38.12708208741392, 24.377475267386814 38.133096780588986, 24.381975638573515 38.13618256818585, 24.388636826326078 38.131357005379364, 24.384050376187403 38.12708208741392)))",38.12708209,24.38405038
867,ΦΩΚΙΔΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,14,14,9/29/2010,,"MULTIPOLYGON (((22.023479613191448 38.65071385677257, 22.02488290620846 38.655569441543015, 22.027727849961547 38.65784308966424, 22.029389662593225 38.65716827500828, 22.026807130564492 38.650136931995455, 22.02624607694148 38.64860919774261, 22.030142454895 38.6389163339988, 22.02886692536579 38.638507384205404, 22.02274234344219 38.64816255259114, 22.023479613191448 38.65071385677257)))",38.65071386,22.02347961
868,ΕΥΒΟΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,33.6,33.6,2/14/2022,,"MULTIPOLYGON (((24.342562152625167 38.01145115137561, 24.349570115248184 38.01190820717011, 24.353964804419537 37.999547520225725, 24.344908516785292 37.99679847919023, 24.342562152625167 38.01145115137561)))",38.01145115,24.34256215
869,ΛΑΚΩΝΙΑΣ,Π. ΠΕΛΟΠΟΝΝΗΣΟΥ,ΟΧΙ,18,18,10/15/2015,,"MULTIPOLYGON (((22.758191802109106 36.961731053256926, 22.754402513428925 36.96610814833271, 22.752818779501194 36.96816470682581, 22.751101502130815 36.97013871352596, 22.750035863870362 36.97141647751006, 22.746807247175145 36.97237396243512, 22.74594530186137 36.974924788155285, 22.746628265869358 36.97780741101725, 22.74693096718999 36.9792167629063, 22.744441366618226 36.98303935741043, 22.750712879540757 36.9856654493794, 22.754032094521207 36.98056245649903, 22.75350376407592 36.97644660393668, 22.754643858138927 36.97611604363835, 22.756947232954168 36.973336880637085, 22.758732999335407 36.97129139505752, 22.76032802153712 36.9692258619319, 22.764002784771026 36.96497358021742, 22.758191802109106 36.961731053256926)))",36.96173105,22.7581918
870,ΑΧΑΪΑΣ,Π. ΔΥΤΙΚΗΣ ΕΛΛΑΔΑΣ,ΟΧΙ,7.65,7.65,9/29/2010,,"MULTIPOLYGON (((21.874382776819765 38.202119105762065, 21.873410309380635 38.20382981109184, 21.877404849748224 38.20536462353139, 21.880660313788464 38.20419524974332, 21.88482567087998 38.20559502627725, 21.89030277165848 38.209111519738954, 21.891901919452284 38.207716505730836, 21.88648310194486 38.2041993340077, 21.880604897604435 38.20216855879257, 21.877566679647387 38.20329230061528, 21.874382776819765 38.202119105762065)))",38.20211911,21.87438278
871,ΕΥΒΟΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,29.4,29.4,2/14/2022,,"MULTIPOLYGON (((24.45857626208757 38.13244769597274, 24.464228323969124 38.13487691845122, 24.467540602015536 38.1317995065992, 24.46937922638083 38.133829017383384, 24.475254070168443 38.133589095934354, 24.47224754595097 38.120325682185225, 24.468015201299433 38.11498913266896, 24.462319873179013 38.11813905410397, 24.465691004879293 38.124434558026714, 24.45857626208757 38.13244769597274)))",38.1324477,24.45857626
872,ΚΑΡΔΙΤΣΑΣ,Π. ΘΕΣΣΑΛΙΑΣ,ΟΧΙ,22,22,10/7/2010,,"MULTIPOLYGON (((21.49557970416054 39.34388348579263, 21.49013664709378 39.34505897079585, 21.487261614145922 39.34385725674343, 21.484789223873353 39.344533556706004, 21.484747662838146 39.34472184803353, 21.485955546453628 39.34630652505819, 21.485568566111127 39.34868555753997, 21.48709456755264 39.35305188379817, 21.485700652281057 39.35600375222206, 21.483916193991007 39.35625345388644, 21.48311088938064 39.35929009151702, 21.482037815145343 39.36008668730114, 21.482706021125672 39.36151556787074, 21.48268056499491 39.36157808008149, 21.484093504150987 39.36068973151386, 21.485649963870948 39.36453420673553, 21.484302373036186 39.368126692261136, 21.48656158467336 39.36888725022178, 21.488202840579874 39.36584162176488, 21.48752321881592 39.35922332456436, 21.48835287552364 39.35485384243848, 21.48860264161178 39.35144480865713, 21.490867201295927 39.34847564886666, 21.49049570568005 39.34783249672417, 21.491206014485815 39.348410884453536, 21.4954385875287 39.34815975104637, 21.49654452649666 39.34773310530852, 21.49685045090773 39.347289235968994, 21.49725014422186 39.34746900850806, 21.499919914751597 39.34646335033442, 21.501341811541696 39.34433172542253, 21.49901349143055 39.34227266734872, 21.49557970416054 39.34388348579263)))",39.34388349,21.4955797
873,"ΑΡΓΟΛΙΔΑΣ,ΑΡΚΑΔΙΑΣ",Π. ΠΕΛΟΠΟΝΝΗΣΟΥ,ΟΧΙ,46.2,44,2/6/2020,,"MULTIPOLYGON (((22.401129609762 37.700407456528744, 22.40728901992931 37.7010260951287, 22.40760502292673 37.700250334234276, 22.406214544167277 37.6973836165332, 22.40847889468519 37.68908670927947, 22.41093922483652 37.68539775072044, 22.405881869493644 37.68325662076148, 22.401261052538292 37.69143143067678, 22.401380167917594 37.69961633268277, 22.401129609762 37.700407456528744)), ((22.4072682443076 37.701077096912655, 22.401117052072088 37.70044710627019, 22.399043716597607 37.70699283441808, 22.397262593365184 37.71489954793063, 22.39790249116347 37.718900738153565, 22.402250157832746 37.71932024578962, 22.401923870101818 37.71708074765206, 22.403626199621815 37.714940837394316, 22.40224529632483 37.71162358762772, 22.404627025101806 37.709006195816606, 22.406883374229025 37.70746854938059, 22.40584511247598 37.7045705391283, 22.4072682443076 37.701077096912655)), ((22.403466544948742 37.727664179680445, 22.402260146674138 37.71938346906935, 22.39788959641657 37.71897266203884, 22.3968650557941 37.73334249497267, 22.395718763142632 37.735453816366864, 22.400188491035117 37.73815519892862, 22.40093948146676 37.736480077604696, 22.406211935292273 37.74104295172944, 22.410537223267507 37.73820510026045, 22.408717537494013 37.73573818968956, 22.403055889697967 37.733048021404755, 22.402782070080267 37.73047578247295, 22.403466544948742 37.727664179680445)))",37.70040746,22.40112961
874,ΕΥΡΥΤΑΝΙΑΣ,Π. ΣΤΕΡΕΑΣ ΕΛΛΑΔΑΣ,ΟΧΙ,34,34,10/7/2010,,"MULTIPOLYGON (((21.696503422811197 39.125763107337185, 21.698686158784856 39.12515754767717, 21.697509467059163 39.122575570045335, 21.698090189280148 39.11219894824402, 21.70057462509 39.10905858972304, 21.698604886358094 39.10810973138165, 21.695806421357087 39.11165828142057, 21.695175836889604 39.12284476813767, 21.696503422811197 39.125763107337185)), ((21.666014004109382 39.10260534067479, 21.664267344518535 39.10262440169062, 21.658188914033467 39.103907904211596, 21.656986009856432 39.1077578456333, 21.659284450089455 39.10819145004766, 21.660129430873976 39.105370400344846, 21.664589527258332 39.10442376896971, 21.666278749616033 39.10439454371553, 21.666014004109382 39.10260534067479)), ((21.670304326504674 39.10399758440194, 21.672922729608093 39.10313993193993, 21.676051942590483 39.10327445565814, 21.678325785202443 39.103752241464775, 21.678167917840923 39.10785747953515, 21.68045491410087 39.107939064216716, 21.68063398970875 39.1038883015542, 21.68128796365097 39.101928209099334, 21.685179627153367 39.09642861706584, 21.683160990813324 39.09557763598635, 21.678639690707975 39.10193855236738, 21.676411533486288 39.10147970332507, 21.672520339188395 39.10131195449417, 21.669434147525067 39.10233142676502, 21.670304326504674 39.10399758440194)))",39.12576311,21.69650342
875,ΚΑΣΤΟΡΙΑΣ,Π. ΔΥΤΙΚΗΣ ΜΑΚΕΔΟΝΙΑΣ,ΟΧΙ,16.2,16.2,6/23/2011,,"MULTIPOLYGON (((21.41733844450316 40.49837067324081, 21.420144336807148 40.496893096685696, 21.41533662689612 40.492425971373976, 21.410677407822586 40.49055614179453, 21.40889438382152 40.492128500945775, 21.414828802282653 40.496125702363976, 21.41733844450316 40.49837067324081)), ((21.438905299282744 40.52602660050984, 21.44021681665426 40.526614144324945, 21.448405130913265 40.52765107056845, 21.461765462439768 40.52834182805631, 21.4666487995423 40.52750326740667, 21.469832859130207 40.52507798513146, 21.46900010418952 40.52368158403843, 21.452880730587243 40.523867633360986, 21.442765107557275 40.522617223522325, 21.44165519751644 40.52138563450597, 21.43933347304695 40.52253217634066, 21.43844106581538 40.524268848629774, 21.438905299282744 40.52602660050984)))",40.49837067,21.41733844
